Chinese property giant Dalian Wanda Group plans to sell tourism projects and hotels in the country to Sunac China for $9.3 billion, as it dials back its theme-park ambitions and brings down its debt pile....	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-wanda-sunac-china-m-a.html	Business Day	2017-07-10T06:27:31+0000
German exports rose more strongly than expected in May, outpacing a solid increase in imports and widening the trade surplus of Europe's biggest economy, data showed on Monday....	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-germany-economy-trade.html	Business Day	2017-07-10T06:09:29+0000
The Chinese conglomerate said it would sell $9.3 billion in hotels and tourism projects, and would use the cash to pay off loans....	https://www.nytimes.com/2017/07/10/business/dealbook/wanda-sunac-hotels-china.html	Business Day	2017-07-10T06:05:43+0000
Oil prices rose modestly on Monday, but increased drilling activity in the United States and uncertainty over Libyan and Nigerian production cuts clouded the future supply outlook....	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-global-oil.html	Business Day	2017-07-10T05:54:29+0000
COSCO Shipping Holdings Co Ltd saw its stock climb on Monday after bidding $6.3 billion for a Hong Kong peer, a deal that would see it become the world's third-biggest container shipper and underline China's supply-chain ambitions....	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-china-cosco-m-a-ooil.html	Business Day	2017-07-10T05:30:29+0000
The U.S. dollar climbed to a two-month high against the yen on Monday and global equity markets rallied, lifted by robust economic data from Germany and renewed interest in U.S. technology stocks spurred by an Amazon Prime online sale event....	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-global-markets.html	Business Day	2017-07-10T05:27:30+0000
"Consumer electronics company Jawbone had more than enough money to take on Fitbit and other health-tracking devices in the ""wearables"" market...."	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-jawbone-failure-analysis.html	Business Day	2017-07-10T05:21:28+0000
"Consumer electronics company Jawbone had more than enough money to take on Fitbit and other health-tracking devices in the ""wearables"" market...."	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-jawbone-failure.html	Business Day	2017-07-10T05:09:30+0000
COSCO Shipping Holdings Co Ltd saw its stock climb on Monday after bidding $6.3 billion (4.89 billion pounds) for a Hong Kong peer, a deal that would see it become the world's third-biggest container shipper and underline China's supply-chain ambi...	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-china-cosco-oil.html	Business Day	2017-07-10T04:15:29+0000
Royal Jordanian and Kuwait Airways [KA.UL] are the latest Middle East carriers to be exempted from an in-cabin ban on laptops and other large electronic devices on flights to the United States....	https://www.nytimes.com/reuters/2017/07/10/business/10reuters-usa-airlines-electronics-jordan.html	Business Day	2017-07-10T04:03:28+0000
Shares of Wanda Hotel Development Co Ltd jumped more than 150 percent on Monday after Dalian Wanda Group said it will sell 91 percent of 13 tourism projects, as well as 76 hotels in China to Sunac China for $9.3 billion....	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-wanda-hotel-stocks.html	Business Day	2017-07-10T03:45:27+0000
Dalian Wanda Group on Monday said it would sell 91 percent of 13 tourism projects, as well as 76 hotels in China, to Sunac China for a total of 63.18 billion yuan ($9.3 billion)....	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-wanda-sunac-china-m-a.html	Business Day	2017-07-10T02:48:29+0000
Oil prices recovered some losses on Monday after a 3 percent fall in the previous session, but markets remain under pressure from high drilling activity in the United States and ample supplies from producer club OPEC....	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-global-oil.html	Business Day	2017-07-10T02:03:30+0000
COSCO Shipping's and Hong Kong's Orient Overseas International Ltd's (OOIL) shares leapt on Monday after the Chinese shipping giant made a $6.3 billion offer for its smaller rival on Sunday....	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-china-cosco-m-a-ooil.html	Business Day	2017-07-10T02:00:28+0000
J&amp;F Investimentos SA has ended talks to sell a controlling stake in Havaianas flip flop maker Alpargatas SA to the investment firms of Brazil's most prominent banking clans because of differences over price, a person with direct knowledge of t...	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-alpargatas-sa-m-a-brazil-exclusive.html	Business Day	2017-07-10T01:33:29+0000
For years, investors in South Korea have become accustomed to belligerence and regular missile tests from the country's hostile northern neighbour, but now there's a new factor in their regional risk assessments - U.S. President Donald Trump....	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-southkorea-markets-missiles.html	Business Day	2017-07-10T01:21:28+0000
Asian stocks rallied on Monday, lifted by Wall Street's strong performance on Friday, while the U.S. dollar extended gains made after much stronger than expected June employment data....	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-global-markets.html	Business Day	2017-07-10T00:45:29+0000
A California judge has granted a preliminary approval for Wells Fargo &amp; Co's agreement to pay $142 million, and perhaps more, to customers whose credit scores were harmed by its employees creating fake accounts in their names, the bank said on...	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-wells-fargo-lawsuit.html	Business Day	2017-07-10T00:39:29+0000
She is expected to run an obscure but powerful office at the heart of Mr. Trump’s plan to reshape government rules....	https://www.nytimes.com/2017/07/09/business/the-scholar-who-will-help-lead-trumps-assault-on-rules.html	Business Day	2017-07-10T00:12:43+0000
The following tax-exempt fixed-income issues are scheduled for pricing this week....	https://www.nytimes.com/2017/07/09/business/treasury-auctions-set-for-the-week-of-july-10.html	Business Day	2017-07-09T23:39:36+0000
Fostered by the University of Michigan, testing and research programs draw companies and even equip residents’ vehicles to collect and transmit data....	https://www.nytimes.com/2017/07/09/business/driverless-car-autonomous-university-michigan.html	Business Day	2017-07-09T23:34:13+0000
The chances of Britain's economy picking up steam diminished further on Monday as surveys showed major companies have curtailed their investment plans and that consumers spent less on their credit cards....	https://www.nytimes.com/reuters/2017/07/09/business/09reuters-britain-economy.html	Business Day	2017-07-09T23:12:29+0000
The annual technology and media conference takes place in Idaho. Janet Yellen could make her final appearances before Congress as head of the Federal Reserve....	https://www.nytimes.com/2017/07/09/business/allen-cos-meeting-of-the-moguls-and-yellen-goes-to-congress.html	Business Day	2017-07-09T23:02:43+0000
Wimbledon’s commitment to its “tennis in an English garden” atmosphere means its technology and commercial partnerships must be very understated....	https://www.nytimes.com/2017/07/09/business/media/marketing-advertising-at-wimbledon.html	Business Day	2017-07-09T21:45:27+0000
